county,state,season,latitude,longitude,date,classification,temperature_high,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,pressure,uv_index,visibility,wind_bearing,wind_speed
Accomack County,Virginia,Summer,37.92735,-75.6561,6/21/2007,Class B,82.22,68.09,54.82,0.58,0.06,0.22,0,1015.53,11,8.52,299,3.31
Lee County,Florida,Summer,26.7621,-81.8539,7/1/1983,Class B,91.03,74.99,73.18,0.83,0.39,0.69,0,1017.7,9,9,131,2.76
Warren County,New York,Summer,43.7268,-73.52,8/15/2001,Class B,79.36,50.4,53.11,0.73,0.09,0.87,,1017.37,8,9.48,200,1.53
Calhoun County,Michigan,Fall,42.3125,-84.7378,10/18/1979,Class A,63.22,52.9,52.69,0.88,0.99,0.92,,1023.35,3,1.52,117,8.13
Thurston County,Washington,Summer,46.94445,-122.6893,7/15/1987,Class B,73.17,52.29,42.99,0.53,0.2,0.67,0,1016.84,8,9.38,224,6.5
Colleton County,South Carolina,Summer,32.825,-80.559,7/21/2007,Class B,88.09,70.89,68.14,0.69,0.42,0.23,0,1014.21,10,9.59,34,2
Barnstable County,Massachusetts,Winter,41.73125,-70.48792,12/15/1977,Class B,51.49,30.3,40.6,0.82,0.57,0.18,,1006.42,1,5.48,309,5.78
Hunterdon County,New Jersey,Summer,40.60667,-74.84528,9/4/2008,Class B,90.91,64.53,63.4,0.68,0.21,0.16,0,1014.15,8,8.05,206,0.58
Plymouth County,Massachusetts,Fall,42.17865,-70.75587,11/25/2000,Class B,34.3,28.81,11.49,0.55,0.05,0.99,0,1031.74,2,9.98,233,1.32
Franklin County,Missouri,Fall,38.40685,-90.7,10/9/2002,Class B,68.11,49.62,50.09,0.73,0.45,0.12,0,1020.06,5,9.96,183,0.73
Houston County,Texas,Fall,31.1683,-95.59745,12/20/2007,Class A,72,41.05,51.02,0.64,0.38,0.38,0.0067,1011.08,3,9.18,244,4.69
Pendleton County,West Virginia,Summer,38.8409,-79.4016,6/18/2007,Class A,85.36,64.41,61.67,0.66,0.25,0.13,0,1018.9,10,5.95,275,0.94
Cassia County,Idaho,Summer,42.21834,-114.2634,8/9/2007,Class A,83.04,54.34,33.96,0.33,0,0.89,0,1008.34,10,10,203,0.94
Duval County,Florida,Unknown,30.23693,-81.54172,8/1/2000,Class A,88.24,73.91,74.06,0.81,0.18,0.06,,1019,10,9.22,135,6.68
El Dorado County,California,Summer,38.80435,-120.0825,8/27/2007,Class B,76.42,53.73,43.43,0.48,0,0.47,0,1014.02,9,10,244,1.16
Tipton County,Tennessee,Summer,35.416,-89.7735,7/15/2007,Class B,87.9,69.54,68.27,0.71,0.18,0.05,0,1013.54,9,9.89,171,0.93
Liberty County,Florida,Winter,30.08341,-85.11039,12/15/1995,Class B,74.84,57.93,60.76,0.93,0.76,0.77,,1022.26,3,3.54,143,4.06
Dade County,Georgia,Summer,34.42654,-85.31646,9/8/2007,Class A,90.41,60.98,63.81,0.72,0.16,0.91,0,1017.43,7,9.35,198,0.37
Orange County,Texas,Summer,30.12615,-93.8117,8/13/2007,Class A,98.97,78.06,71.21,0.63,0,0.03,0,1013.84,11,8.86,17,2.58
Warren County,New York,Summer,43.64706,-75.57448,8/18/2007,Class B,61.92,42.85,45.62,0.81,0.37,0.18,0.0032,1024.26,8,9.95,307,3.59
Weber County,Utah,Fall,41.41125,-111.5833,8/31/2007,Class B,77.11,56.85,48.44,0.48,0.27,0.62,0,1014.13,8,10,243,1.49
Clay County,Florida,Summer,30.10386,-81.89565,8/11/2007,Class A,96.95,72.62,75.09,0.71,0.4,0.96,0.0003,1012.83,9,6.39,228,1.98
Phelps County,Missouri,Winter,38.01223,-91.64719,1/9/2007,Class B,39.21,22.39,23.15,0.59,0.5,0.7,0,1026.23,2,10,302,7.66
Los Angeles County,California,Summer,34.6167,-118.4333,10/10/2007,Class A,69.09,46.04,34.28,0.43,0,0.99,0,1014.77,6,10,226,4.14
Bibb County,Alabama,Summer,33.1,-86.86,9/12/2007,Class B,84.01,68.53,69.89,0.83,0.62,0.04,0.0007,1016.18,6,5.15,332,1.09
Ogemaw County,Michigan,Fall,44.41835,-84.40335,10/22/2008,Class A,48.14,26.49,23.53,0.75,0,0.79,0,1034.14,3,10,85,2.93
Pierce County,Washington,Summer,47.09685,-121.45,7/15/2002,Class B,75.07,47.64,45.94,0.68,0.16,0.2,0,1016.55,10,8.78,255,2.11
Placer County,California,Fall,38.95285,-121.0479,9/30/2007,Class B,74.74,53.43,36.21,0.44,0.01,0.65,0,1015.49,6,10,179,1.47
Clay County,Florida,Fall,30.03042,-81.90182,10/15/2007,Class B,83.05,70.79,63.99,0.75,0.58,0.14,0,1022.01,5,8.18,90,1.72
Randall County,Texas,Fall,34.93243,-101.667,10/21/2006,Class A,50.84,38.66,37.7,0.67,0.3,0.98,0,1013.95,3,10,340,13.73
Clay County,Florida,Summer,30.11584,-81.94118,6/15/2005,Class A,93.86,75.99,74.14,0.77,0.56,0.27,0,1011.36,8,9.2,229,1.17
Flathead County,Montana,Fall,47.60413,-113.7593,3/20/2010,Class B,55.28,27.12,15.6,0.48,,0.16,0,1023.52,0,10,158,0.89
Dade County,Florida,Fall,25.51665,-80.43689,11/15/1977,Class A,78.36,68.56,57.73,0.64,0.41,0.16,0,1021.04,5,7.59,76,6.02
Bucks County,Pennsylvania,Fall,40.37726,-75.37814,10/24/2007,Class A,64.24,49.33,59.1,0.94,0.99,0.44,0.0096,1012.56,3,9.01,349,0.5
Morris County,New Jersey,Winter,40.9427,-74.46155,11/9/2007,Class B,42.03,33.82,31.21,0.83,0.74,0.98,0.0042,1019.85,2,8.64,17,0.95
Snohomish County,Washington,Winter,47.86405,-121.6738,10/14/2007,Class B,67.23,51.31,46.12,0.75,0.23,0.11,0,1012.31,3,10,183,0.18
Hernando County,Florida,Fall,28.54028,-82.11083,9/1/2005,Class B,86.44,76.52,76.84,0.89,0.2,0.93,0.0003,1014.26,8,8.37,262,1.39
Yell County,Arkansas,Fall,35.06144,-93.45042,12/1/2007,Class B,66.44,61.7,39.87,0.56,0.58,0.75,0,1019.98,3,10,112,2.99
Lake County,Florida,Spring,28.80455,-81.45354,3/15/2007,Class B,83.68,67.07,60.84,0.71,0.44,0.87,0.003,1016.86,7,9.29,161,2.32
Lewis County,Washington,Summer,46.52352,-122.3045,8/15/2003,Class A,67.7,53.79,51.42,0.65,1,0.62,0.0003,1019.88,4,10,255,0.87
St. Clair County,Alabama,Summer,33.59,-86.5,7/18/2007,Class A,86.5,71.3,70.64,0.8,0.38,0.14,0,1019.03,8,9.79,268,0.24
Summit County,Ohio,Winter,41.25248,-81.60838,12/24/2007,Class B,29.72,29.6,20.63,0.73,0.91,0.53,0,1016.52,1,4.57,236,7.76
Marshall County,Tennessee,Summer,35.6753,-86.7074,6/10/1980,Class A,85.68,56.71,50.26,0.52,0.09,0.92,0,1013.48,11,10,274,8.33
Dakota County,Nebraska,Fall,42.47356,-96.46025,9/15/1998,Class B,84.46,53.04,58.41,0.68,0.13,0.84,0,1018.91,6,9.93,347,3.9
Kern County,California,Fall,35.7,-117.9667,1/7/2008,Class B,39.37,25.43,28.83,0.9,0.38,0.97,0.0011,1014.69,2,9.77,286,1.04
Mifflin County,Pennsylvania,Spring,40.61798,-77.62407,5/15/1980,Class B,70.62,35.73,34.19,0.54,0.36,0.05,0,1020.47,5,,332,5.81
Hood River County,Oregon,Winter,45.38736,-121.5134,5/23/2008,Class B,40.72,38.87,37.76,1,0.95,0.61,0.0112,1003.91,5,9.66,292,1.19
Park County,Colorado,Winter,39.39565,-105.7854,12/15/2002,Class A,44.18,22.32,5.19,0.29,0.27,0.37,0,1012.48,2,7.07,264,4.19
Kent County,Michigan,Fall,43.21,-85.41,10/6/2008,Class A,55.33,44.15,45.23,0.83,0.96,0.23,0.0045,1027.91,3,7.78,105,2.96
Floyd County,Georgia,Summer,34.4826,-85.10299,8/15/2005,Class B,95.53,72.53,72.95,0.73,0.07,0.35,0,1017.78,10,7.27,353,0.98
Kitsap County,Washington,Fall,47.74225,-122.5377,1/28/2008,Class B,37.63,36.08,31.29,0.85,0.98,0.71,0.0025,1005.37,1,10,187,1.72
Dale County,Alabama,Spring,31.35,-85.7075,1/19/2008,Class B,42.11,26.59,37.73,0.9,0.89,0.4,0.0577,1019.39,3,6.19,355,6.6
Mercer County,New Jersey,Spring,40.18478,-74.72261,6/3/1977,Class A,70.93,50.26,43.3,0.49,0.43,0.57,0,1014.72,9,9.51,336,11.62
Chesapeake City County,Virginia,Winter,36.6765,-76.364,1/12/2008,Class B,51.05,42.71,38.47,0.67,0.63,0.14,0,1016.55,2,9.85,24,6.05
Allen County,Kentucky,Spring,36.772,-86.1425,4/15/2002,Class B,83.09,63.12,61.59,0.73,0.12,0.09,,1015.98,8,9.83,203,8.71
Scott County,Iowa,Winter,41.65225,-90.59601,2/4/1981,Class B,9.41,-6.65,-8.48,0.59,0.03,0.99,0,1030.02,3,10,286,8.96
Clay County,Alabama,Winter,33.46345,-85.87055,1/19/2008,Class B,34.42,16.14,26.21,0.75,0.83,0.4,0.0023,1022.46,3,9.06,306,1.96
McLean County,Kentucky,Summer,37.6095,-87.344,7/12/2006,Class A,82.37,73.56,73.34,0.92,0.6,0.56,0.0324,1016.21,6,8.4,202,4.53
Douglas County,Oregon,Summer,43.2073,-123.5585,8/20/2002,Class A,70.26,49.43,48.47,0.66,0.6,0.43,,1017.11,6,10,329,2.39
Snohomish County,Washington,Winter,48.105,-121.905,2/1/2008,Class B,39.5,32.72,34.9,0.93,0.98,0.83,0.0003,1010.87,1,10,185,1.87
Dawes County,Nebraska,Fall,42.69657,-103.0044,9/15/2003,Class B,81.52,46.67,34.68,0.46,0,0.66,0,1013.21,7,10,215,2.77
King County,Washington,Summer,47.55477,-121.5354,7/16/2005,Class B,65.84,51.82,52.83,0.79,0.8,0.33,0.0003,1017.72,5,6.22,270,0.48
Jefferson County,Washington,Spring,48.03632,-122.9539,6/1/2008,Class B,52.55,47.63,43.67,0.79,0.96,0.92,0,1021.12,4,10,261,2.56
Macon County,Illinois,Fall,39.781,-88.867,10/5/2006,Class A,66.06,37.43,47.88,0.71,0.66,0.45,0,1024.62,3,10,20,11.36
Mahoning County,Ohio,Summer,41.05304,-80.51186,7/1/1998,Class A,76.64,51.27,57.99,0.74,0.59,0.25,0,1009.98,7,8.54,305,8.43
Maricopa County,Arizona,Spring,33.3785,-112.6432,7/29/2008,Class A,106.51,80.89,40.01,0.16,0.03,0.9,0,1008.43,11,10,233,2.11
Mason County,Washington,Fall,47.49865,-123.2182,11/16/2007,Class A,49.28,39.65,44.27,0.96,0.93,0.22,0.01,1010.69,1,9.98,185,1.69
Snohomish County,Washington,Spring,48.11509,-121.9677,3/1/2005,Class B,58.43,45.34,41.9,0.75,0.5,0.68,0.0027,1016.34,3,9.97,123,1.18
Kanawha County,West Virginia,Summer,38.2383,-81.5722,8/1/1990,Class A,77.29,55.34,57.51,0.73,0.49,0.34,0,1020.42,7,7.21,30,3.74
Bay County,Florida,Spring,29.93629,-85.3948,5/15/1985,Class A,85.86,69.12,71.3,0.8,0.23,0.87,0,1015.69,9,6.75,292,5.2
Pacific County,Washington,Winter,46.35099,-123.6886,12/26/1992,Class B,47.72,33.68,40.35,0.91,0.83,0.09,0.0066,1013.63,1,8.46,243,6.94
Klickitat County,Washington,Spring,45.99935,-121.4821,4/16/2006,Class B,47.52,33.28,30.99,0.77,0.14,0.6,0.008,1009.89,7,10,295,0.54
Mono County,California,Summer,37.76666,-118.5333,3/26/2008,Class B,52.02,33.43,18.61,0.37,0,0.66,0,1012.59,8,10,241,5.78
Bond County,Illinois,Fall,38.946,-89.582,10/16/2006,Class A,56.29,51.44,45.92,0.77,0.99,0.83,0.0296,1008.11,3,6.99,127,9.43
Holmes County,Florida,Spring,30.79,-85.685,3/13/2005,Class B,78.66,58.93,55.05,0.73,0.06,0.12,0,1011.2,8,10,214,5.79
Fairfax County,Virginia,Summer,38.741,-77.23238,6/13/1973,Class A,87.8,65.07,67.81,0.68,0.86,0.43,0,1012.32,5,7.38,301,4.22
Raleigh County,West Virginia,Fall,37.7,-81.095,9/28/2007,Class A,68.45,42.85,49.64,0.7,0.51,0.57,0,1018.54,5,7.73,319,1.96
Macoupin County,Illinois,Summer,39.06,-89.98351,7/4/1994,Class A,94.66,77.11,74.19,0.72,0.44,0.87,0,1014.22,9,8.21,170,12.22
Coconino County,Arizona,Summer,35.33069,-111.7101,8/20/2007,Class B,73.98,47.32,50.68,0.67,0.08,0.25,0,1016.47,10,10,257,3.81
Fayette County,Iowa,Fall,45.8618,-91.75641,10/7/2006,Class B,74.09,60.42,39.24,0.44,0.1,0.52,0,1018.39,4,10,171,10.65
Mason County,Washington,Spring,47.28435,-122.8665,3/12/2008,Class B,49.9,41.68,34.03,0.74,0.75,0.19,0,1021.41,3,10,14,0.29
Summers County,West Virginia,Spring,37.7929,-80.9075,3/29/2008,Class A,56.29,34.39,31.34,0.67,0.59,0.74,0,1025.7,8,8.1,75,1.04
Livingston County,Michigan,Summer,42.68505,-84.04025,7/1/1978,Class A,62.73,59.66,54.6,0.78,0.98,0.88,0.0103,1016.26,5,8.21,94,10.27
Madison County,Iowa,Fall,41.461,-94.045,11/22/2007,Class A,28.82,15.04,21.59,0.82,1,0.43,0.0003,1030.69,2,9.5,316,6.23
Union County,Florida,Winter,30.07067,-82.38086,11/15/1986,Class B,64.21,52.16,49.62,0.84,0.84,0.48,,1021.88,3,2.63,4,5.5
Crawford County,Michigan,Spring,44.7,-84.71,5/1/1973,Class A,60.08,51.52,48.35,0.93,0.95,0.95,0.0151,1011.59,4,3.08,124,5.91
Dearborn County,Indiana,Summer,39.06565,-85.01295,8/1/1982,Class B,84.53,60.6,59.02,0.66,0.58,0.4,0,1017.02,5,8.37,277,3
Grays Harbor County,Washington,Spring,46.98278,-123.1742,4/5/2008,Class A,43.76,35.87,35.21,0.95,0.8,0.98,0.0031,1014.35,4,9.88,174,1.2
Denton County,Texas,Spring,33.27303,-97.03784,4/8/2008,Class B,78.28,52.06,59.24,0.67,0.68,0.1,0.0002,1008.82,6,9.74,187,2.47
Sequoyah County,Oklahoma,Spring,35.56637,-94.98001,4/18/2008,Class B,63.02,36.11,42.26,0.72,0.71,0.45,0.0102,1013.45,5,9.09,282,8.48
Sevier County,Tennessee,Spring,35.68449,-83.53575,4/1/1970,Class A,59.87,55.73,37.74,0.62,0.95,0.84,0.0304,1011.65,4,5.81,28,3.77
Raleigh County,West Virginia,Winter,37.6665,-81.1447,3/18/2008,Class B,62.69,51,30.25,0.51,0.06,0.4,0,1020.7,7,10,144,5.3
Southeast Fairbanks County,Alaska,Spring,62.77335,-141.3165,4/23/2008,Class A,53.36,28.9,24.05,0.5,0.41,0.61,0,1021.21,4,10,76,1.59
Sawyer County,Wisconsin,Summer,46.10445,-91.49319,4/28/2008,Class A,38.55,17.66,21.35,0.67,0.7,0.76,0,1020.8,4,10,21,4.82
Union County,Georgia,Summer,34.6527,-84.0354,7/3/2005,Class B,73.24,66.1,68,0.98,0.49,0.91,0.0075,1014.85,5,6.17,88,0.43
Nelson County,Kentucky,Fall,37.7755,-85.67188,11/15/1978,Class B,47.57,45.59,40.88,0.81,1,0.53,0.0481,1024.03,2,4.49,42,7.95
Worcester County,Massachusetts,Spring,42.01496,-71.58914,5/15/2008,Class A,65.54,49.29,41.23,0.59,0.66,0.36,0,1014.22,5,10,208,0.97
Humboldt County,California,Summer,40.35259,-124.0101,8/11/2007,Class B,77.66,49.32,49.83,0.63,,0.96,0,1015.78,0,,51,0.24
Cache County,Utah,Fall,41.5343,-111.5281,9/20/1999,Class A,65.5,29.51,42.21,0.84,0.17,0.34,,1020.18,7,8.87,201,0.23
St. Louis County,Missouri,Fall,38.73802,-90.53249,10/20/1976,Class A,46.14,33.16,36.18,0.83,0.68,0.9,0.0005,1020.99,3,5.63,300,9.61
Dutchess County,New York,Summer,41.59773,-73.64642,7/15/2007,Class B,83.67,61.43,64.6,0.81,0.3,0.04,0.0026,1009.29,8,8.34,205,1.46
Webster Parish,Louisiana,Summer,32.45763,-93.36627,7/14/1976,Class B,88.09,73.28,70.96,0.77,0.81,0.61,0,1016.67,5,9.25,213,2.12
Cache County,Utah,Fall,41.49955,-111.6348,9/7/2006,Class B,68.08,50.64,44.63,0.59,0.2,0.5,0.0001,1011.72,8,9.93,139,0.98
Lawrence County,Tennessee,Spring,35.0228,-87.2352,5/31/2008,Class B,86.59,70.09,68.75,0.75,0.22,0.88,0.0001,1016.26,10,7.17,233,2.15
Henderson County,Illinois,Spring,40.9452,-90.9009,5/3/2008,Class A,59.72,39,37.96,0.62,0.61,0.93,0.0004,1007.27,6,9.75,271,9.37
Portage County,Ohio,Summer,41.05931,-81.3654,6/11/2008,Class B,84.83,62.12,58.12,0.65,0.13,0.28,0,1019.59,9,2.75,256,0.41
Lewis County,Washington,Summer,46.63153,-123.2349,6/12/2004,Class B,61.64,52.88,44.77,0.76,0.47,0.84,0.0018,1018.36,7,9.69,194,0.82
Charlevoix County,Michigan,Summer,45.33075,-85.23538,6/15/2008,Class B,74.37,51.27,53.28,0.72,0.19,0.41,0.0022,1008.35,9,10,236,2.49
Decatur County,Iowa,Spring,40.8348,-93.85965,5/28/2008,Class B,64.73,56.13,46.48,0.71,0.97,0.77,0.0022,1024.87,5,10,86,6.5
Mercer County,West Virginia,Summer,37.445,-80.17,8/10/1979,Class A,85.25,65.27,68.23,0.84,0.23,0.59,0.013,1015.91,9,5.88,264,5.42
Clay County,Florida,Winter,30.10851,-81.89905,2/15/2008,Class A,69.9,45.35,44.24,0.74,0.4,0.31,0,1025.37,4,7.75,128,0.14
Hubbard County,Minnesota,Summer,47.1589,-94.83755,6/21/2008,Class B,75.61,51.92,47.88,0.58,0.21,0.59,0.0001,1016.91,7,9.31,313,6.12
Berrien County,Georgia,Summer,31.17384,-83.26071,7/2/2008,Class A,89.91,69.29,64.89,0.66,0.36,0.98,0,1018.03,11,9.58,144,1.4
Schoolcraft County,Michigan,Fall,46.18968,-85.97613,9/15/2002,Class A,64.1,46.11,48.01,0.77,0.17,0.31,,1020.13,5,10,17,2.28
Kitsap County,Washington,Summer,47.4506,-122.3234,7/1/2008,Class A,76.66,54.86,53.95,0.71,0.42,0.95,0,1016.24,9,10,228,1.17
Jackson County,Kentucky,Winter,37.49582,-83.89224,12/22/2006,Class A,57.39,39.21,51.87,0.95,0.93,0.07,0.0195,1014.22,2,6.38,186,1.01
Seminole County,Florida,Summer,28.63434,-81.14076,6/30/2008,Class B,92.12,71.2,71.15,0.78,0.43,0.91,0.0071,1018.97,10,9.78,225,1.32
Riverside County,California,Fall,33.66675,-116.7,7/17/2008,Class B,88.54,62.38,56.14,0.55,0.14,0.48,0,1007.4,10,10,257,1.68
Guernsey County,Ohio,Spring,40.10801,-81.56232,5/15/2003,Class A,70.05,55,55,0.83,0.72,0.48,0.028,1012.2,6,8.66,177,4.13
Mendocino County,California,Summer,39.51489,-123.3899,7/8/2008,Class A,104.57,59.77,50.14,0.42,0,0.2,0,1006.3,11,7.03,297,0.43
Lake County,Colorado,Summer,39.15735,-106.4213,9/4/2001,Class B,68.34,35.2,34.39,0.55,0.34,0.56,0.0006,1016.36,8,10,113,1.9
Grays Harbor County,Washington,Summer,47.2331,-123.9878,7/5/2008,Class B,60.89,54.75,56.66,0.91,1,0.1,0.0191,1015.79,4,6.37,197,2.25
Garland County,Arkansas,Summer,34.44652,-93.07654,6/14/1992,Class A,93.4,64.39,67.67,0.74,0.67,0.49,,1010.31,9,6.97,124,4.08
Yell County,Arkansas,Summer,35.15193,-93.42848,7/26/2008,Class B,97.63,74.27,72.9,0.7,0.08,0.79,0.0004,1014.77,11,8.33,274,1.64
Pierce County,Washington,Summer,47.1787,-122.2484,8/6/1983,Class B,78.35,57.01,52.13,0.61,0.16,0.92,0,1021.81,8,9.73,1,3.9
Clatsop County,Oregon,Summer,46.03193,-123.4573,8/1/2008,Class B,62.43,52.03,52.97,0.85,0.91,0.02,0.0019,1014.92,4,8.54,224,1.82
Onslow County,North Carolina,Winter,34.40434,-77.23759,2/10/2005,Class A,58.54,30.27,38.15,0.62,0.57,0.07,0.001,1008.08,3,6.78,307,9.4
Trumbull County,Ohio,Spring,39.74678,-89.34647,3/1/2005,Class B,28.77,20.79,18.46,0.73,0.76,0.68,0,1014.86,3,8.88,299,13.81
Wallowa County,Oregon,Summer,45.91665,-117.925,2/11/2009,Class B,25.06,17.37,21.22,1,1,0.58,0.0021,1019.59,2,5.59,216,1.04
Coconino County,Arizona,Winter,35.241,-111.8634,12/20/1973,Class A,45.34,11.51,11.5,0.54,0.07,0.88,0,1028.06,3,10,43,4.76
Cass County,Minnesota,Summer,46.67197,-94.80162,8/11/2008,Class B,71.13,61.35,56.71,0.82,0.4,0.34,0.001,1014.48,6,8.36,150,5.49
Stark County,Ohio,Fall,40.79362,-81.32337,8/10/1976,Class B,84.38,60.45,59.14,0.77,0.39,0.53,0,1021.45,6,6.39,310,1.98
Okaloosa County,Florida,Fall,30.90529,-86.68372,10/15/1993,Class B,77.72,69.76,65.57,0.81,0.86,0.01,,1016.73,4,6.41,101,6.98
Monroe County,Pennsylvania,Fall,41.115,-75.205,8/15/2008,Class A,74.61,55.83,60.63,0.89,0.62,0.46,0.0014,1014.73,8,8.35,250,0.03
Clarke County,Alabama,Fall,31.20325,-87.5047,8/31/2008,Class B,85.3,73.99,72.67,0.85,0.32,0.03,0.0107,1013.16,7,9.16,32,8.15
San Bernardino County,California,Summer,34.04165,-117.0416,8/21/2008,Class B,89.58,61.71,47.83,0.4,0,0.67,0,1009.19,10,9.92,263,1.22
Bayfield County,Wisconsin,Summer,46.25961,-91.10812,8/18/2008,Class B,79.89,49.12,59.91,0.74,0.3,0.56,0.0001,1013.72,6,9.91,351,1.21
Bexar County,Texas,Spring,29.56835,-98.68465,9/15/2008,Class A,76.44,59.31,49.88,0.47,0.6,0.51,0,1019.78,7,10,26,6.03
Pulaski County,Illinois,Fall,37.289,-88.9963,10/2/1999,Class A,81.21,47.19,40.87,0.53,0,0.77,0,1017.7,6,9.91,338,1.09
King County,Washington,Fall,47.75034,-122.1979,10/16/1974,Class A,69.4,43.29,45.41,0.73,0.07,0.05,0,1022.56,3,7.39,150,1.79
King County,Washington,Summer,47.43534,-121.7666,8/14/2000,Class A,66.27,48.94,48.72,0.76,0.4,0.48,0,1020.5,6,10,217,3.09
Pierce County,Washington,Summer,47.00008,-121.9563,8/24/2008,Class B,68.37,49.81,56.77,0.93,0.69,0.78,0.0089,1011.57,5,8.64,252,0.28
Clay County,Florida,Fall,30.0461,-81.9347,9/4/2008,Class B,87.72,76.12,70.1,0.74,0.52,0.16,0,1015.46,6,9.45,66,2.3
Washtenaw County,Michigan,Summer,42.2375,-83.67,7/30/1974,Class B,77.74,54.94,52.74,0.59,0.52,0.39,0,1011.26,6,10,269,12.87
Lowndes County,Alabama,Spring,32.184,-86.581,4/13/2001,Class A,83.33,59.55,69.63,0.84,0.53,0.69,0.0005,1018.15,6,8.65,248,5.78
Ventura County,California,Summer,34.625,-119.2916,9/14/2008,Class A,64.04,39.96,46.45,0.86,0.61,0.48,0,1014.2,7,7.66,257,1.25
Collier County,Florida,Summer,25.95574,-81.48598,9/1/2008,Class A,91.51,78.85,76.15,0.79,0.11,0.07,0,1011.54,8,9.82,73,5.88
Wexford County,Michigan,Fall,44.45835,-85.6667,9/25/2008,Class B,75.6,51.41,52.71,0.79,0.44,0.88,0,1026.87,5,5.18,160,0.28
Clearfield County,Pennsylvania,Summer,41.12782,-78.5826,9/13/2008,Class A,72.58,67.96,66.24,0.94,0.91,0.44,0.0051,1014.59,5,4.96,238,3.33
Coconino County,Arizona,Fall,36.3431,-112.0934,9/24/2008,Class B,73.96,40.96,25.79,0.35,0.13,0.84,0,1020.34,7,10,220,0.9
Ocean County,New Jersey,Summer,40.053,-74.1301,1/25/2009,Class B,29.38,19.49,3.16,0.43,0.15,0.98,0,1027.19,3,10,300,2.31
Pacific County,Washington,Spring,46.4205,-123.8165,4/12/2008,Class A,70.07,43.34,44.7,0.74,0.03,0.25,0,1021.08,7,9.86,103,0.66
King County,Washington,Winter,47.48176,-121.6548,12/3/1990,Class A,45.07,43.04,41.33,0.93,0.97,0.56,0.0014,1021.13,1,7.34,156,10.07
Lawrence County,Missouri,Fall,37.19201,-93.73122,11/15/1991,Class B,69.29,48.23,56.5,0.9,1,0.29,0.0021,1017.32,2,4.43,203,4.24
Benzie County,Michigan,Spring,44.62845,-85.86292,5/15/1985,Class A,69.08,50.19,51.11,0.73,0.78,0.87,,1009.21,6,9.21,196,6.06
Todd County,Minnesota,Spring,45.95602,-94.87069,4/22/1989,Class B,59.37,49.3,46.91,0.75,1,0.55,,1008.73,4,6.04,124,15.18
Wilson County,Tennessee,Fall,35.9978,-86.2011,10/27/2008,Class B,50.53,35.72,24.81,0.43,0.53,0.96,0,1025.83,4,10,306,4.53
Boone County,Kentucky,Summer,38.90649,-84.67017,7/15/1994,Class A,79.08,64.31,71.09,0.93,0.74,0.24,0.0542,1017.7,5,4.49,203,5.34
Monroe County,Indiana,Winter,39.32117,-86.46065,11/30/1988,Class A,39.03,20.91,29.57,0.77,0.86,0.73,0.0013,1016.92,2,7.05,254,11.66
Yavapai County,Arizona,Fall,34.45,-112.53,9/24/2008,Class B,84.61,59.69,37.16,0.32,0.08,0.84,0,1015.86,8,10,193,0.47
Pierce County,Washington,Fall,46.878,-122.3574,9/29/2008,Class B,77.69,47.98,46.95,0.72,0.02,0.02,0,1016.09,4,10,3,0.41
Cheboygan County,Michigan,Fall,45.1475,-84.425,10/16/2008,Class A,50.12,26.67,36.97,0.72,0.59,0.57,0,1021.84,3,10,318,4.53
Pierce County,Washington,Summer,46.99857,-121.6321,9/14/2008,Class B,70.41,45.29,44.62,0.7,0,0.48,0,1021.42,4,10,66,0.47
Graham County,Arizona,Fall,32.7071,-109.9643,9/13/2008,Class B,72.08,41.61,45.39,0.68,0,0.44,0,1007.63,10,10,315,2.24
Josephine County,Oregon,Summer,42.125,-123.2916,3/2/2009,Class B,42,25.19,34.97,0.98,0.76,0.2,0.0152,1005.27,4,9.27,183,2.22
Putnam County,Florida,Fall,29.56871,-82.05391,10/10/2008,Class B,83.82,69.9,69.81,0.86,0.7,0.35,0,1013.97,6,7.76,24,0.67
Liberty County,Texas,Spring,30.302,-95.10654,4/19/1980,Class A,80.88,51,51.32,0.66,0.07,0.17,0,1021.17,10,10,9,3.63
Beaufort County,South Carolina,Spring,32.29968,-80.95958,5/30/2007,Class B,84.82,68.4,63.35,0.73,0.38,0.45,0,1021.44,9,6.62,128,2.2
Morris County,New Jersey,Fall,40.93552,-74.49518,10/30/2009,Class B,55.69,52.75,47.02,0.84,0.98,0.39,0,1024.05,2,9.68,168,2.07
Del Norte County,California,Fall,41.84998,-124.1417,1/28/2009,Class B,52.14,43.8,40.58,0.78,0.53,0.08,0.0044,1034.88,2,6.64,343,1.37
Riverside County,California,Spring,33.95002,-116.5333,12/1/2008,Class A,83.65,59.24,30.07,0.25,0,0.13,0,1018.45,3,10,261,0.26
Powell County,Kentucky,Fall,37.83438,-83.69043,10/22/2008,Class B,57.72,36.25,25.61,0.47,0,0.79,0,1027.65,4,10,50,3.89
Anne Arundel County,Maryland,Spring,39.11378,-76.811,5/1/2008,Class B,66.18,53.02,45,0.72,0.38,0.86,0.0004,1019.33,5,6.04,157,1.42
Angelina County,Texas,Summer,31.2371,-94.45095,8/15/1979,Class A,90.07,74.04,72.72,0.82,0.36,0.78,,1020.24,9,6.35,177,0.82
Clinton County,Illinois,Fall,38.567,-89.341,10/27/2007,Class A,62.96,37.83,46.02,0.73,0.6,0.56,0.0021,1027.42,3,7.67,291,7.12
